"Year","Mon","Day","Pcp(mm)","Tmax(c)","Tmin(c)","WSpeed(m/s)","RHumidity(fr)","SRad(MJ/m2)","SShine(hr)","Cloud(1/10)","Tavg(c)"
"1969","01","27",0,4.6,0.7,1.5,"0.78","-99.00",0,10,2.2
"1969","01","28",20.1,2.1,-1.6,3.6,"0.833","-99.00",0,10,0.5
"1969","01","29",2,-0.1,-2.6,3.9,"0.633","-99.00",0,9.3,-1.4
"1969","01","30",0.4,-0.1,-3.4,3.4,"0.598","-99.00",0,10,-1.7
"1969","01","31",3.9,-0.4,-3.1,2.2,"0.805","-99.00",0,10,-1.7
"1969","02","01",0,0.5,-7.5,1.7,"0.658","-99.00",0.6,8,-2.1
"1969","02","02",0,-3.9,-13.5,0.9,"0.588","-99.00",8.8,2,-8.7
"1969","02","03",0,-2.5,-16.8,0.3,"0.725","-99.00",3.8,7.5,-9.4
"1969","02","04",1.3,-1.9,-10.7,1.5,"0.643","-99.00",3.3,7.8,-4.3
"1969","02","05",0,-6.6,-16.7,1.2,"0.515","-99.00",8.9,0,-11.6
"1969","02","06",0,-1,-19,0.7,"0.623","-99.00",8.9,1.5,-10.6
"1969","02","07",0.3,2.5,-10,2.1,"0.778","-99.00",0.6,10,-3.3
"1969","02","08",0,4.7,-3.1,3.9,"0.608","-99.00",8.8,2,1.3
"1969","02","09",0,7,-6.9,0.5,"0.663","-99.00",7.9,4.8,-0.1
"1969","02","10",0,9.6,0.3,1.6,"0.703","-99.00",8.8,1.5,4.2
"1969","02","11",0,12.2,-1.8,0.4,"0.765","-99.00",8,2.5,3.2
"1969","02","12",0,12.2,-4.2,0.6,"0.775","-99.00",7.1,5,2.7
"1969","02","13",4.5,7.4,1.1,1.1,"0.868","-99.00",0,10,4.2
"1969","02","14",14.3,4.3,0,3.3,"0.825","-99.00",0,8,2.4
"1969","02","15",0,2.6,-0.6,2.8,"0.72","-99.00",0,10,0.8
"1969","02","16",1.2,6.1,-0.2,2.3,"0.805","-99.00",0.1,10,2.6
"1969","02","17",3.6,5.8,1.6,0.9,"0.858","-99.00",0,10,3.7
"1969","02","18",5.9,4.6,1.4,1.3,"0.893","-99.00",0,10,3.1
"1969","02","19",0.2,3.7,-0.6,2,"0.81","-99.00",0,10,1.8
"1969","02","20",0.6,3.3,0.4,2,"0.77","-99.00",0,9.5,1.8
"1969","02","21",0,1.8,-4.6,2.4,"0.655","-99.00",5,9.8,-0.5
"1969","02","22",0,-0.6,-8.2,1.6,"0.473","-99.00",8.4,3.8,-4.6
"1969","02","23",0,-1.9,-6.3,1.3,"0.563","-99.00",0,8.8,-4
"1969","02","24",0,-1,-8.1,1.3,"0.653","-99.00",9,2.5,-5.2
"1969","02","25",0,-3.8,-11.4,1.9,"0.578","-99.00",5.8,3.5,-7.6
"1969","02","26",0,1.2,-8.1,2,"0.57","-99.00",7.2,6.8,-3.7
"1969","02","27",0.1,1.9,-5.6,3.2,"0.673","-99.00",7.9,6.5,-2
"1969","02","28",0.7,-0.4,-6.8,3.2,"0.658","-99.00",8.1,7,-3.9
"1969","03","01",0,-0.9,-7.2,1.3,"0.603","-99.00",2.8,8.8,-4.2
"1969","03","02",0,4.5,-7.4,1.2,"0.695","-99.00",6.9,6.8,-1.1
"1969","03","03",0,3.1,-3.4,0.9,"0.765","-99.00",0,9.3,0.3
"1969","03","04",3,1,-4.3,2.1,"0.77","-99.00",4.7,6.3,-1
"1969","03","05",0,1.8,-9.4,1.3,"0.725","-99.00",7.9,3.5,-3.1
"1969","03","06",0,5.3,-5.9,1.1,"0.758","-99.00",8.4,2.5,-0.4
"1969","03","07",0,8.8,-3.5,0.9,"0.753","-99.00",9.3,3,2.1
"1969","03","08",0,11.5,-2.7,1.2,"0.75","-99.00",8.9,2.8,3.6
"1969","03","09",0,11.7,-2,1.3,"0.78","-99.00",4.7,5.8,3.6
"1969","03","10",0,7.9,-2.2,1.7,"0.688","-99.00",9.3,2,1.9
"1969","03","11",0,5.5,-1.1,3.1,"0.765","-99.00",1.8,8.3,2.2
"1969","03","12",3.5,3.3,-1,2.1,"0.878","-99.00",0,9.5,0.5
"1969","03","13",0.4,3,-2,3.4,"0.8","-99.00",3.9,7.3,0
"1969","03","14",0,6.3,-4,2,"0.69","-99.00",7.7,4.8,1
"1969","03","15",0,7.5,-2.2,1.6,"0.648","-99.00",3.3,6.8,1.7
"1969","03","16",3.8,4.3,-1.8,3.6,"0.815","-99.00",0,7.5,2
"1969","03","17",0,6.3,-4,2.6,"0.595","-99.00",9.5,0,1.2
"1969","03","18",0,6,-4.4,1.2,"0.753","-99.00",1.9,6.3,1.3
"1969","03","19",1.7,8.7,1.7,0.7,"0.913","-99.00",0,10,5.3
"1969","03","20",5,8.7,5.9,1,"0.895","-99.00",0,10,7.5
"1969","03","21",0,7.3,-1.8,5.5,"0.53","-99.00",9.4,3,2.3
"1969","03","22",0,7,-1.7,4.7,"0.51","-99.00",8.7,4,2
"1969","03","23",0,11.1,-3.7,1.8,"0.61","-99.00",10.2,3.3,3.2
"1969","03","24",0,16.3,-3.3,1.4,"0.635","-99.00",9.2,0,6
"1969","03","25",0,18.4,-1.2,1,"0.643","-99.00",10.7,0,7.9
"1969","03","26",0,20.2,-0.5,1.5,"0.61","-99.00",10.9,0,9.4
"1969","03","27",0,20.1,1.4,2.1,"0.683","-99.00",7.5,6.5,10
"1969","03","28",0,14.8,2.6,4.6,"0.53","-99.00",9.4,2.3,9.1
"1969","03","29",0,12.1,2.7,1.5,"0.785","-99.00",0,7.5,7.1
"1969","03","30",0,13.6,3.2,1.7,"0.763","-99.00",6.2,6,8.1
"1969","03","31",0,15.5,2.1,2,"0.67","-99.00",9.2,1,8.3
"1969","04","01",0,14.7,3.1,1.3,"0.778","-99.00",6.7,3.8,8.6
"1969","04","02",0,12.6,1.8,2.7,"0.723","-99.00",1.6,9,8.7
"1969","04","03",1.4,19.4,6.8,2.6,"0.598","-99.00",6.9,7.5,12.7
"1969","04","04",12.9,10.6,-1,5.2,"0.785","-99.00",1.6,7.5,3.8
"1969","04","05",0,10.2,-0.8,4.7,"0.64","-99.00",10.4,0.5,4.6
"1969","04","06",0.4,11.7,1.4,4.4,"0.623","-99.00",5.4,5,6.9
"1969","04","07",0,16.5,-2.2,3.3,"0.573","-99.00",10.3,3,8.5
"1969","04","08",6.4,13.1,5,5.9,"0.73","-99.00",4.3,5.8,8.5
"1969","04","09",0,14.8,3,4.4,"0.628","-99.00",11.5,1.3,8.2
"1969","04","10",0,14.3,1.6,2.5,"0.693","-99.00",8.7,4.3,8.1
"1969","04","11",0,20.3,0.8,1.2,"0.688","-99.00",11.4,2,10.5
"1969","04","12",0,25.1,4.2,1.7,"0.695","-99.00",11.2,0,14.9
"1969","04","13",0,27.9,11.6,3.2,"0.808","-99.00",6.4,4.5,20.7
"1969","04","14",31.2,20.9,14,2.2,"0.938","-99.00",0,10,17.3
"1969","04","15",1.6,15.9,11.3,3,"0.888","-99.00",0,10,13.8
"1969","04","16",37,11.3,1.4,4.5,"0.81","-99.00",0,10,5.4
"1969","04","17",0,11.9,-0.6,2,"0.793","-99.00",5.2,3,6.3
"1969","04","18",0,14.3,2.4,3.6,"0.78","-99.00",10.9,1.5,9
"1969","04","19",0,21.7,4.5,1.7,"0.675","-99.00",7.6,2.5,12.2
"1969","04","20",0.4,19.5,8.4,2.1,"0.663","-99.00",0.3,9,14.8
"1969","04","21",17.3,21,9.8,5.8,"0.84","-99.00",2.7,6.8,16.5
"1969","04","22",0,23.8,5.8,2.3,"0.7","-99.00",8.7,2.5,15.2
"1969","04","23",0,25,10,2.2,"0.768","-99.00",4.9,7.5,18.6
"1969","04","24",57,24.3,9.4,3.2,"0.885","-99.00",0,10,17
"1969","04","25",20,11.8,8.1,2.6,"0.838","-99.00",0,8.8,10.2
"1969","04","26",0,19.4,5.5,2.2,"0.76","-99.00",11.9,3,12.8
"1969","04","27",0,21.6,9.2,1.6,"0.728","-99.00",9.8,4.3,15
"1969","04","28",0,24.5,8.6,1.4,"0.735","-99.00",10.8,3.5,15.3
"1969","04","29",4.7,17.5,9.6,1.3,"0.895","-99.00",2.6,7.5,13.5
"1969","04","30",0,20.1,9.3,2.1,"0.853","-99.00",6.6,5.3,14
"1969","05","01",0,23.5,10.6,1.9,"0.693","-99.00",10.7,2.5,15.7
"1969","05","02",0,26.7,6.8,1.6,"0.678","-99.00",12.1,0,16.5
"1969","05","03",0,27.6,10,2.7,"0.735","-99.00",9.9,5,19.5
"1969","05","04",19.2,24.5,19.5,4.4,"0.845","-99.00",0,10,22.3
"1969","05","05",40.8,19.8,11.3,3.9,"0.928","-99.00",0,10,16.3
"1969","05","06",0,19.6,7,1.8,"0.558","-99.00",12.4,0.8,13.1
"1969","05","07",0,21.8,4.1,1.9,"0.643","-99.00",12.6,0,13.2
"1969","05","08",0,24.8,8.2,3.3,"0.66","-99.00",12.2,0,17
"1969","05","09",0,27.9,10.8,1.9,"0.763","-99.00",12,1,20.2
"1969","05","10",2,24.6,17.6,1.3,"0.93","-99.00",1.9,9.5,20.4
"1969","05","11",0,23.8,17.4,3.7,"0.92","-99.00",7.5,8,19.9
"1969","05","12",0,24.3,17,2.4,"0.803","-99.00",3.1,8.5,19.3
"1969","05","13",0,25.4,16.1,2.9,"0.613","-99.00",6.4,5.8,19.6
"1969","05","14",0,27.7,13.3,1.4,"0.743","-99.00",7.6,5.3,20.7
"1969","05","15",0,23.2,16,1.5,"0.748","-99.00",1.9,7.5,19.8
"1969","05","16",1.2,23.4,14,2.1,"0.805","-99.00",3.8,8,18.5
"1969","05","17",1.3,22.4,12.5,2,"0.803","-99.00",11.9,4.5,16.7
"1969","05","18",23.6,19.7,9.9,5.4,"0.735","-99.00",8.1,5.5,15.1
"1969","05","19",0,19.6,8.8,5.1,"0.62","-99.00",12.6,0,13.8
"1969","05","20",0,22.4,8.3,3,"0.623","-99.00",12.7,0,15.7
"1969","05","21",0,23.5,9.7,1.8,"0.565","-99.00",12.2,2.8,17.5
"1969","05","22",0,25.1,11.6,3,"0.678","-99.00",12.6,2.5,17.8
"1969","05","23",0,26.8,9.9,1.2,"0.775","-99.00",10.3,5.8,18.8
"1969","05","24",3.3,19,13.6,1.4,"0.955","-99.00",0.7,8.8,16.8
"1969","05","25",0,23,12.4,3.5,"0.77","-99.00",12.5,5,16.7
"1969","05","26",7.6,19,11,3.4,"0.858","-99.00",2.3,7.5,14.4
"1969","05","27",9.2,15.3,10.8,1.8,"0.93","-99.00",0,8,12.7
"1969","05","28",0,22,7.2,2.3,"0.828","-99.00",10.9,4.8,15.7
"1969","05","29",1.6,24.4,12.1,2.7,"0.733","-99.00",7.1,7.5,18.2
"1969","05","30",11.2,21.6,13.4,3,"0.833","-99.00",6.6,6.8,16.5
"1969","05","31",0,25.3,12.6,2.1,"0.708","-99.00",9.5,5.8,18.3
"1969","06","01",0,29.2,12.2,2.4,"0.733","-99.00",13,2,21.1
"1969","06","02",23.5,24,17.3,4.3,"0.918","-99.00",0,10,20.8
"1969","06","03",0,23,13.7,3.6,"0.75","-99.00",13.1,4.5,18
"1969","06","04",0,24.8,11.8,2.6,"0.703","-99.00",10.5,6.5,18.9
"1969","06","05",4.7,18.4,13.4,1.6,"0.9","-99.00",0,10,14.9
"1969","06","06",0.6,18.9,12.2,1.5,"0.843","-99.00",3.5,7.5,15.1
"1969","06","07",0,23.2,9.5,2,"0.808","-99.00",9.7,2.5,16.6
"1969","06","08",0,25.7,10.8,1.9,"0.698","-99.00",13.2,0.3,18.7
"1969","06","09",0,26.3,13.1,2,"0.815","-99.00",7.3,4.8,19.7
"1969","06","10",0,27,13.8,1.7,"0.745","-99.00",10.4,5.8,20.3
"1969","06","11",0.2,24.3,17.9,2.1,"0.885","-99.00",0.7,9.5,19.8
"1969","06","12",0,27.4,17.8,3.7,"0.77","-99.00",12,5.5,22.1
"1969","06","13",0,25.4,15,1.9,"0.853","-99.00",7.7,5.3,19.2
"1969","06","14",0,29.4,14.9,1.6,"0.795","-99.00",11.1,3.8,21.9
"1969","06","15",0,28.3,15.8,1.3,"0.783","-99.00",7.3,6.8,22.3
"1969","06","16",0,26.2,17.9,1.9,"0.758","-99.00",4.1,10,21.3
"1969","06","17",0,27.9,14.8,1.5,"0.743","-99.00",8.5,6.5,21.3
"1969","06","18",0,27,16.7,3,"0.825","-99.00",10.5,6.8,21.4
"1969","06","19",0,27.4,18.1,1.6,"0.75","-99.00",9.5,6,21.9
"1969","06","20",0,28.2,13.1,1.2,"0.728","-99.00",12.3,1.8,21.1
"1969","06","21",0,27.7,15.4,1.7,"0.8","-99.00",5.4,7.5,20.8
"1969","06","22",3.4,24.3,15.5,2,"0.855","-99.00",7.5,5.3,19.2
"1969","06","23",0,27,14.2,1.9,"0.755","-99.00",9.4,5,21.2
"1969","06","24",0,29.3,19.3,2.2,"0.738","-99.00",9,9,23.8
"1969","06","25",0.4,24.2,19.9,2,"0.848","-99.00",1.5,7.5,21.5
"1969","06","26",0,24.2,16.3,4.6,"0.825","-99.00",4.1,7,20
"1969","06","27",0,28.1,11.4,2.4,"0.62","-99.00",12.9,1,20.2
"1969","06","28",9,30.6,11,1.2,"0.638","-99.00",8.7,7,21.7
"1969","06","29",1.8,31.3,18.1,1.8,"0.793","-99.00",12.2,5.5,24.4
"1969","06","30",10.5,33.4,21.7,1.5,"0.815","-99.00",10.3,5,25.7
"1969","07","01",0,27.2,20.2,2.1,"0.85","-99.00",5.1,8.3,23.4
"1969","07","02",0,28.7,17,2.6,"0.768","-99.00",12.9,1.8,22.6
"1969","07","03",0,30.9,16.4,0.8,"0.733","-99.00",8.6,4.8,23.7
"1969","07","04",0,24.6,19.4,2.3,"0.775","-99.00",0,9.8,22.5
"1969","07","05",9,23,19.6,2.4,"0.915","-99.00",0,10,21.2
"1969","07","06",0,28.8,18.7,2.7,"0.668","-99.00",9,7.8,23.3
"1969","07","07",5.5,21.5,16.6,3.1,"0.828","-99.00",0,9.8,19.4
"1969","07","08",18.9,20.4,14.9,2.8,"0.903","-99.00",0,10,17.4
"1969","07","09",0,27.7,15.1,1.3,"0.723","-99.00",12.1,5.3,21.1
"1969","07","10",1.9,21.4,17,2.1,"0.868","-99.00",0,8.5,19.2
"1969","07","11",0.3,22.9,16.5,1.6,"0.918","-99.00",0.6,9.5,19.3
"1969","07","12",17.6,24.8,17,1.5,"0.93","-99.00",0,7.5,21.1
"1969","07","13",10.2,27.3,20,4.4,"0.873","-99.00",11.3,6.3,22.9
"1969","07","14",0.4,28.7,20.4,1.3,"0.82","-99.00",4.7,9.5,24.2
"1969","07","15",40.7,29.3,22.5,3.6,"0.855","-99.00",0,10,25.3
"1969","07","16",142.6,26.5,22.1,1.5,"0.94","-99.00",0,10,23.7
"1969","07","17",1,31.2,22.4,2.4,"0.82","-99.00",4.8,5.8,26.9
"1969","07","18",12.4,31.1,23.9,1.7,"0.918","-99.00",3.9,9.5,26
"1969","07","19",56.7,26.4,23.5,1.1,"0.953","-99.00",0,9,24.4
"1969","07","20",2.7,27.4,22.8,2,"0.913","-99.00",0,9.5,24.9
"1969","07","21",0.1,29.1,22,1.1,"0.903","-99.00",2.1,9.8,25.2
"1969","07","22",0,30.1,23.7,1.4,"0.895","-99.00",2.6,8.8,26.2
"1969","07","23",0,32,22.9,1.4,"0.863","-99.00",6.9,8,26.8
"1969","07","24",0,32,24.5,2.3,"0.875","-99.00",6.4,7.8,27.5
"1969","07","25",0,31,24.9,2.8,"0.888","-99.00",1.9,8,27.5
"1969","07","26",0,30.4,25.5,2.5,"0.908","-99.00",3.4,9,27.2
"1969","07","27",0,32.3,24.3,2.4,"0.843","-99.00",11.7,5.5,28
"1969","07","28",0,32.1,23.5,2.2,"0.89","-99.00",6,7,27.5
"1969","07","29",3.7,32,24.5,2.7,"0.888","-99.00",5.9,7.3,27.9
"1969","07","30",8.7,29.5,26,3.8,"0.923","-99.00",1.9,8.8,27.3
"1969","07","31",137.6,30.7,21.3,1.9,"0.905","-99.00",9.3,8,25.2
"1969","08","01",4,30.1,23.7,1,"0.9","-99.00",3.4,9.8,26.2
"1969","08","02",88.2,26.7,22.5,1.9,"0.955","-99.00",0,9.8,25.2
"1969","08","03",36.2,26.9,22.4,1.1,"0.948","-99.00",0,10,24.6
"1969","08","04",25.1,27.9,22.9,1.8,"0.95","-99.00",1.1,10,24.3
"1969","08","05",39.1,27.7,21.9,1.4,"0.943","-99.00",0,10,23.6
"1969","08","06",26.7,29.9,22.8,0.8,"0.943","-99.00",2.9,9,25.5
"1969","08","07",150.4,27.2,23.1,1.4,"0.948","-99.00",0,9.3,24.9
"1969","08","08",0,31.1,24.2,2.5,"0.88","-99.00",8.8,6.5,27.3
"1969","08","09",8.3,33.5,23.9,1.2,"0.88","-99.00",11.3,6.8,28.1
"1969","08","10",1.8,32.9,25.3,1.4,"0.903","-99.00",6.9,6.5,28.1
"1969","08","11",1.4,32.3,25.3,2.7,"0.815","-99.00",6.1,7.3,28.4
"1969","08","12",0,31.4,27.1,4.7,"0.773","-99.00",7.9,6.3,28.3
"1969","08","13",0.7,29.2,25.7,4.4,"0.89","-99.00",3.7,5.8,26.5
"1969","08","14",0,30.4,23.3,2.9,"0.878","-99.00",10.2,3,26.2
"1969","08","15",0,30.7,21.9,1.2,"0.835","-99.00",11,2.5,25.6
"1969","08","16",0,31.9,20.1,0.8,"0.85","-99.00",11.1,0,25.7
"1969","08","17",0,32.7,22.3,1,"0.82","-99.00",11.6,1.3,27.1
"1969","08","18",0,31.4,21.7,1.6,"0.838","-99.00",11.6,0.5,26.4
"1969","08","19",6.4,28.7,23.1,1.4,"0.858","-99.00",3.7,5.3,25.8
"1969","08","20",4.7,31.3,21.9,1.1,"0.878","-99.00",10.2,3,25.5
"1969","08","21",0,33.2,20.9,1,"0.868","-99.00",8.3,3.5,26
"1969","08","22",0.7,31,23.7,1.8,"0.88","-99.00",3.4,6,26.3
"1969","08","23",0,29.3,22.7,4.4,"0.828","-99.00",11.7,5,25.5
"1969","08","24",0,29.1,21.3,2.7,"0.805","-99.00",10.3,4.5,24.4
"1969","08","25",17.7,22,16.2,0.8,"0.933","-99.00",0,5,19.4
"1969","08","26",0,29.1,16.2,1.4,"0.855","-99.00",10.6,2.5,22.2
"1969","08","27",1.2,27.5,19.1,1.2,"0.853","-99.00",7.3,3.3,22.4
"1969","08","28",0,28.3,17,0.8,"0.845","-99.00",9.2,2,22.3
"1969","08","29",0,31.4,16.9,1,"0.788","-99.00",9.4,4.5,24.1
"1969","08","30",57.7,25.3,19.9,1.7,"0.93","-99.00",0,10,21.8
"1969","08","31",7.1,24.2,20.5,0.6,"0.948","-99.00",0,10,22.3
"1969","09","01",8.8,26.5,21.5,1,"0.9","-99.00",0.8,10,23.2
"1969","09","02",0,30.1,20.1,1.2,"0.883","-99.00",8.2,3.3,24.9
"1969","09","03",17.5,30.2,22.1,2,"0.915","-99.00",3,9.8,24.8
"1969","09","04",41.3,28.6,21.8,0.8,"0.943","-99.00",3.1,8.3,24
"1969","09","05",30.3,27.8,21.1,1.2,"0.958","-99.00",1.4,9.8,23.1
"1969","09","06",0,27.2,19.6,1.4,"0.87","-99.00",4.1,6.8,22.4
"1969","09","07",1.4,27.7,18.9,1.9,"0.82","-99.00",10.3,5.3,22.6
"1969","09","08",0,24.2,15.5,2.7,"0.643","-99.00",10.7,2.8,19.4
"1969","09","09",0,24.5,13.5,1,"0.805","-99.00",6.3,4.8,18.8
"1969","09","10",0,26.2,14.6,1,"0.845","-99.00",8.1,3.8,19.4
"1969","09","11",0,27.7,14.4,0.9,"0.793","-99.00",10.4,0.3,20.1
"1969","09","12",0,27.2,13.7,0.9,"0.798","-99.00",10.6,2,19.8
"1969","09","13",0,24.4,14.9,0.8,"0.853","-99.00",6.8,3.3,19.1
"1969","09","14",17.8,22.8,16.2,0.8,"0.925","-99.00",0,8,19.2
"1969","09","15",69.4,22.8,19.6,1.4,"0.935","-99.00",0,10,20.5
"1969","09","16",1.4,24.7,20,1.5,"0.925","-99.00",0,10,22
"1969","09","17",0,27.3,18.3,1.2,"0.878","-99.00",6.9,5,22.2
"1969","09","18",0,27.3,16.4,1.4,"0.883","-99.00",8.4,3.3,21.4
"1969","09","19",0,27.5,17.5,1,"0.883","-99.00",9.2,1.3,22.1
"1969","09","20",0.5,27.9,19,0.9,"0.863","-99.00",6.1,3.3,22.5
"1969","09","21",0,22.2,17,0.6,"0.893","-99.00",0.2,7.3,19.4
"1969","09","22",2.6,20,16.2,1.1,"0.923","-99.00",0,9.3,18.3
"1969","09","23",37.1,23.3,17.2,2.1,"0.96","-99.00",0,10,19.2
"1969","09","24",75.1,21.3,15.8,3.1,"0.903","-99.00",1.2,8.3,18.1
"1969","09","25",0,25,16.2,1.1,"0.875","-99.00",2.2,7.3,20.2
"1969","09","26",0,26.4,15.6,3.4,"0.828","-99.00",7.7,3.8,19.6
"1969","09","27",0,22.7,13.6,2.7,"0.728","-99.00",10.4,0,17.5
"1969","09","28",0,22.8,12.2,2.1,"0.808","-99.00",9.2,6.5,17.9
"1969","09","29",2,22,14.3,3.2,"0.803","-99.00",2.6,10,18.1
"1969","09","30",26.4,15.8,13.2,2.4,"0.945","-99.00",0,10,14.7
"1969","10","01",0,21.2,11.7,2.6,"0.77","-99.00",6.6,6.3,16.3
"1969","10","02",0,17.1,6,1.7,"0.708","-99.00",10.4,1.8,11.5
"1969","10","03",0,18.4,3.3,1.2,"0.78","-99.00",8.3,2.8,10.3
"1969","10","04",0,18.4,4.3,1.2,"0.765","-99.00",9.9,1.8,11.3
"1969","10","05",0,20.2,4.7,1,"0.81","-99.00",9.6,0.3,11.9
"1969","10","06",0,19,6.4,1.8,"0.805","-99.00",4.3,5.8,13.3
"1969","10","07",0,21.5,7.3,1.6,"0.77","-99.00",9.8,3.3,14.7
"1969","10","08",2.4,18.9,11.2,2.2,"0.858","-99.00",3.3,7.5,14.6
"1969","10","09",0.3,13.1,5.8,3.9,"0.783","-99.00",1.9,4.3,9.6
"1969","10","10",0,14,3.3,1.6,"0.755","-99.00",9.9,1.3,8.3
"1969","10","11",0,16.1,1,1.2,"0.775","-99.00",9.5,0,7.4
"1969","10","12",0,18.4,0.9,0.6,"0.758","-99.00",10,0,9
"1969","10","13",0,19.4,2,0.2,"0.793","-99.00",8.4,4.8,10.2
"1969","10","14",0,20.4,7,0.1,"0.783","-99.00",5.3,4.3,12.2
"1969","10","15",0,25.2,5.9,1.3,"0.77","-99.00",10,0,15.1
"1969","10","16",0.1,21.6,10.6,2.9,"0.695","-99.00",5,3.5,17.1
"1969","10","17",0,19.5,4.8,0.9,"0.705","-99.00",10.1,0,11.7
"1969","10","18",0,19.6,2.4,0.6,"0.775","-99.00",9.7,0,10.4
"1969","10","19",0,22.6,3.2,0.7,"0.763","-99.00",9.7,0,13.1
"1969","10","20",0,22.5,10.8,1.9,"0.67","-99.00",9,1.3,16.7
"1969","10","21",0,20.4,9.8,1.1,"0.823","-99.00",0.8,7.5,15.8
"1969","10","22",0,23.5,13.1,1.7,"0.763","-99.00",9.1,3.3,18.1
"1969","10","23",0,21.4,14.2,3.3,"0.643","-99.00",7.7,5.8,16.9
"1969","10","24",0,17.5,9.6,1.6,"0.788","-99.00",0.3,7.5,14.3
"1969","10","25",0,20.7,7.2,1.2,"0.818","-99.00",5.7,4.5,13.6
"1969","10","26",0,17.1,9.6,2.8,"0.69","-99.00",6.3,6.5,14
"1969","10","27",0,17.5,3.8,1,"0.75","-99.00",9.2,0,9.6
"1969","10","28",0,17.3,1.2,0.9,"0.788","-99.00",8.9,0.3,8.8
"1969","10","29",0,20,3.8,0.6,"0.778","-99.00",8.8,1.3,10.9
"1969","10","30",0,20.6,3,0.8,"0.765","-99.00",9,0,11.3
"1969","10","31",0.9,20.2,3,1.9,"0.803","-99.00",5.1,5,11.8
"1969","11","01",0,15.7,3.8,1.8,"0.693","-99.00",9.1,4,10.1
"1969","11","02",0,11.9,0.1,1.1,"0.628","-99.00",7.3,4,5.3
"1969","11","03",0,10.1,-3,1.3,"0.68","-99.00",8.9,0,2.9
"1969","11","04",0,7.3,-3.6,1.2,"0.59","-99.00",9.1,0,2.1
"1969","11","05",0,8.8,-5,0.8,"0.653","-99.00",8.9,0,2.1
"1969","11","06",0,13.7,-4.1,1.2,"0.79","-99.00",6.4,4,5.1
"1969","11","07",1.3,12.3,2.9,1.3,"0.888","-99.00",0.6,7.3,6.6
"1969","11","08",0,16.9,3.3,1.4,"0.798","-99.00",6.4,4,8.9
"1969","11","09",1.8,19,6.9,3.4,"0.693","-99.00",7.2,6.5,12.4
"1969","11","10",6.6,7.6,2.9,3.6,"0.693","-99.00",1.5,7,5.5
"1969","11","11",0,12.5,-1.6,2.1,"0.753","-99.00",6.5,2.5,5.5
"1969","11","12",1.7,17.7,6.7,1.4,"0.805","-99.00",6.8,5.3,11.1
"1969","11","13",0,19.2,3,0.5,"0.825","-99.00",7,5,9.9
"1969","11","14",5,17.5,5.8,0.6,"0.868","-99.00",1,7,12
"1969","11","15",8,16.7,8.7,1.8,"0.888","-99.00",0,9.5,14.2
"1969","11","16",0,8.7,1.6,2.3,"0.718","-99.00",1.9,9.8,5.9
"1969","11","17",0,2.8,-2.6,1.4,"0.78","-99.00",2.1,5.5,0
