"Year","Mon","Day","Pcp(mm)","Tmax(c)","Tmin(c)","WSpeed(m/s)","RHumidity(fr)","SRad(MJ/m2)","SShine(hr)","Cloud(1/10)","Tavg(c)"
"1973","12","29",0.8,-0.9,-10,"2",0.77,"5.55","1.9",7,-5.2
"1973","12","30",0.1,0.2,-7.3,"2.7",0.638,"9.6","6.6",2.5,-3.4
"1973","12","31",0,2.2,-3.8,"3.3",0.658,"8.48","6.8",1.8,-0.8
"1974","01","01",0,7.6,-4.3,"2.1",0.703,"7.42","6.4",2.5,1
"1974","01","02",0,9.3,-1.1,"1.6",0.793,"7.32","5.9",4.5,3
"1974","01","03",0,8.7,-0.9,"1.3",0.768,"8.05","7.1",0,3
"1974","01","04",0,5.6,-1.6,"1.9",0.85,"4.18","0.9",4.3,1.3
"1974","01","05",0,2.1,-3.7,"1",0.86,"5.72","4.7",2.5,-1.1
"1974","01","06",0,4.4,-5,"1.7",0.783,"6.49","8.5",0,-1.5
"1974","01","07",0,5.3,-4.8,"1.4",0.683,"6.62","4.5",1.8,-0.5
"1974","01","08",0,6.2,-1.3,"1.9",0.683,"5.97","2.7",7.8,1.4
"1974","01","09",0,6.6,-1.6,"1.9",0.6,"7.62","6.4",4.5,1.7
"1974","01","10",0,6.4,-2.2,"1.9",0.62,"8.38","8",0,0.8
"1974","01","11",0,5.7,-2.7,"2",0.583,"8.52","8.6",0.8,0.2
"1974","01","12",0,4.3,-5,"2",0.548,"8.44","8.6",0.3,-0.8
"1974","01","13",0,3.8,-6,"1.8",0.593,"8.96","7.4",0,-1.6
"1974","01","14",0,6.9,-5.1,"1.5",0.538,"8.2","6.4",4.3,0.1
"1974","01","15",0,1,-7.5,"3.9",0.575,"8.83","8.7",2,-2
"1974","01","16",0,-1.2,-10,"2.6",0.415,"10.23","8.8",0,-6
"1974","01","17",0,1,-6.4,"2.5",0.435,"8.9","8",2,-3.6
"1974","01","18",0,1.3,-8.6,"2",0.508,"9.16","8.3",0,-4.6
"1974","01","19",0,3.8,-6,"2",0.63,"7.19","7.2",4.3,-2.2
"1974","01","20",1.1,3.2,-5,"2.3",0.625,"5.79","2.3",7.5,-0.9
"1974","01","21",12.1,1.7,-1.4,"2.5",0.94,"2.42","0",10,-0.2
"1974","01","22",0,3.7,-8,"3.1",0.75,"6.63","4.4",4.8,-1.5
"1974","01","23",0,-8,-13,"4.3",0.438,"11.03","8.8",0,-11.2
"1974","01","24",0,-5.7,-15.5,"2.4",0.5,"10.48","8.8",0,-11.2
"1974","01","25",0,-4.3,-13.4,"2.1",0.515,"11.28","9",0,-9.1
"1974","01","26",0,-1.8,-12.6,"1.5",0.6,"8.8","7.9",1,-7.2
"1974","01","27",1.9,-4,-9.8,"2.7",0.72,"10.83","8.2",4.8,-6.8
"1974","01","28",0,-3.9,-12.5,"1.2",0.68,"8.27","7.3",2.5,-8.5
"1974","01","29",0,1.8,-11,"2",0.618,"10.23","8.4",2.5,-4.8
"1974","01","30",0,2.9,-3.6,"2.1",0.628,"7.66","4.7",4.5,-1.2
"1974","01","31",0,2.6,-5.6,"2.2",0.67,"9.35","8.8",0,-2.2
"1974","02","01",0,0.7,-7.6,"2",0.625,"8.34","8.8",0,-4.2
"1974","02","02",0,3.8,-7.3,"1.4",0.703,"9.93","8.5",0,-2.7
"1974","02","03",0,6.2,-3.7,"1.8",0.665,"10.4","7.4",3.3,0.3
"1974","02","04",0,5.7,-3.2,"1.6",0.705,"7.41","5.4",5,0.7
"1974","02","05",0,5.3,-0.4,"2.8",0.725,"5.3","0.4",7.8,2
"1974","02","06",0,2.7,-2.6,"4.7",0.515,"6.9","2.7",9.5,-0.8
"1974","02","07",2.6,0.1,-3.1,"3.2",0.815,"4.04","0",10,-1.6
"1974","02","08",2.1,-2.2,-6.5,"4.2",0.75,"5.29","1.4",7.5,-4.3
"1974","02","09",0,-3.8,-9.7,"2.2",0.545,"8.88","2.8",3.3,-6.5
"1974","02","10",1.7,-1.1,-7.4,"4",0.673,"11.92","7.6",4,-5.5
"1974","02","11",0,-4.8,-12,"3",0.445,"12.54","9.3",0,-8.6
"1974","02","12",6,-0.3,-9.8,"3.1",0.708,"5.38","2.9",6.8,-6.1
"1974","02","13",0,4.3,-9.4,"2",0.653,"11.26","9",0,-2.7
"1974","02","14",0,7.1,-2.2,"1.8",0.725,"8.93","6.2",8.8,1.9
"1974","02","15",5.3,3.3,0.5,"2.9",0.873,"1.42","0",10,1.8
"1974","02","16",0,4.2,1.2,"1.3",0.865,"3.22","0",6.8,2.4
"1974","02","17",0,9.7,0.1,"2.1",0.8,"9.73","5.2",7.5,4.2
"1974","02","18",0,9.9,4.7,"1.3",0.798,"6.02","1.7",7,6.5
"1974","02","19",4.7,7,2.1,"1.6",0.845,"3.03","0",7.3,5.3
"1974","02","20",0,2.6,-3.2,"3.9",0.47,"13.67","8.8",5,-0.7
"1974","02","21",0,6.3,-4.5,"1.5",0.505,"10.6","6.9",4.8,0.7
"1974","02","22",1.4,5.4,-5.6,"3.9",0.678,"3.22","0",10,2
"1974","02","23",0,-2.6,-9,"4.3",0.555,"11.82","6.2",3.5,-6.1
"1974","02","24",0,-5.5,-8.9,"3.6",0.548,"7.58","1.6",10,-7.3
"1974","02","25",0,-8.1,-13.4,"4.9",0.483,"13.22","9",2,-10.6
"1974","02","26",0,-3.5,-14,"2.4",0.528,"11.24","7.5",3.3,-9.1
"1974","02","27",0,0.2,-10.2,"3",0.505,"15.4","10",0,-5.4
"1974","02","28",0,1,-8,"1.9",0.585,"8.73","4.1",2.5,-3.8
"1974","03","01",0,5.4,-5.9,"2.6",0.71,"12.88","9.6",0.3,-1.1
"1974","03","02",0,9.5,-2.8,"2",0.753,"12.03","9.2",1.8,2.1
"1974","03","03",0,8.4,0.9,"1.6",0.71,"4.8","3.2",7.5,4.2
"1974","03","04",0,9.3,2.2,"1.7",0.863,"5.52","0.6",7.3,5.3
"1974","03","05",3.8,13.7,1.5,"1.7",0.753,"7.97","2.7",10,6.8
"1974","03","06",14.2,13.4,5.5,"3.2",0.8,"8.23","1.9",10,7.5
"1974","03","07",0,10.6,5,"2.6",0.738,"9.24","2.3",10,6.7
"1974","03","08",0,12.5,3.8,"1.9",0.753,"9.75","4.8",5.3,7.2
"1974","03","09",1.9,7.2,2.4,"2.2",0.893,"3.45","0.3",10,5.3
"1974","03","10",0,4.4,-3.1,"4.6",0.528,"16.26","10",1.5,0.8
"1974","03","11",2.2,-2.6,-7.4,"5",0.578,"14.08","8",2.8,-4.5
"1974","03","12",0,-0.1,-8,"4.6",0.48,"14.19","8.8",1,-4.9
"1974","03","13",0,3.1,-7.5,"2.4",0.588,"16.34","9.4",0.5,-2.5
"1974","03","14",0,6.4,-3.5,"2.8",0.785,"10.92","8.4",4.8,0.7
"1974","03","15",0,6.2,-0.8,"2",0.788,"7.73","0.7",9.8,2.6
"1974","03","16",0,8,1.7,"2.7",0.815,"8.35","2.7",7.3,3.4
"1974","03","17",0,9.6,-1.2,"2.6",0.723,"14.54","7",2.8,3.1
"1974","03","18",0.8,4.1,-1.8,"5.8",0.583,"15.15","9",5,0.6
"1974","03","19",0,7.7,-3.3,"2.8",0.525,"16.4","9.4",2.5,1.6
"1974","03","20",0.7,8.4,0.1,"2.1",0.785,"9.24","4.3",6.5,2.7
"1974","03","21",1.8,6.5,-0.7,"5.4",0.733,"7.91","2.3",5.3,1.3
"1974","03","22",0,5.2,-1.9,"6.1",0.57,"15.99","9.5",6,0.7
"1974","03","23",0,6.9,-3.8,"3",0.62,"18.23","10.1",1,1.3
"1974","03","24",0,8.5,-0.6,"1.7",0.663,"10.88","4",7.5,3.5
"1974","03","25",0,13.8,3.2,"1.9",0.518,"13.22","7.7",8.8,7.3
"1974","03","26",0,13.8,5,"2.4",0.575,"13.35","7.1",4.8,8.2
"1974","03","27",0,13,2.3,"3.2",0.61,"17.46","9.7",2,6.3
"1974","03","28",0,15.1,1.5,"3.2",0.71,"16.39","9.5",3.8,7.7
"1974","03","29",0,16,4.8,"2.8",0.635,"13.49","7.5",5.5,9.9
"1974","03","30",0,19.5,7.1,"2",0.605,"14.55","8.5",5,13
"1974","03","31",2.3,12.7,2.9,"4.1",0.858,"2.72","0",10,7.5
"1974","04","01",0,8.7,1.6,"5.9",0.535,"16.47","9",2,4.3
"1974","04","02",0,10.2,0.8,"5.3",0.615,"19.22","9.7",2.5,5.2
"1974","04","03",0,14.6,3.3,"5.4",0.585,"18.49","10.4",1.3,8.9
"1974","04","04",6.8,13.3,7.5,"3.2",0.788,"2.76","0",9.5,9.2
"1974","04","05",0,16.8,5.4,"1.6",0.773,"14.5","5.8",5.8,9.8
"1974","04","06",5.2,23.1,8.2,"2.1",0.538,"15.69","7.3",8.5,15.2
"1974","04","07",40,12.2,9,"4.7",0.795,"2.56","0",10,11.3
"1974","04","08",0,17.5,7.9,"5",0.485,"19.85","11",3.3,11.9
"1974","04","09",0,17.3,5.7,"3.6",0.533,"17.36","10.6",4.8,10.4
"1974","04","10",0,16.4,5.7,"3.3",0.733,"16.71","10",2,9.7
"1974","04","11",0.1,13.4,4,"3.2",0.703,"10.58","3.9",5,8.6
"1974","04","12",0,22.2,6.5,"2.1",0.673,"18.52","10.1",2.5,13.5
"1974","04","13",35.3,14.7,7.5,"2.9",0.8,"1.98","0",10,11.7
"1974","04","14",0.2,17.8,7.3,"3",0.745,"18.35","9.9",6,11.6
"1974","04","15",0,16.6,6.6,"2.9",0.658,"18.38","9.5",6,10.8
"1974","04","16",0,13.5,5.9,"3.6",0.79,"12.38","5.3",5.3,9.1
"1974","04","17",1.2,14.6,4.4,"1.6",0.72,"9.56","2.1",7.5,9.3
"1974","04","18",0,17.4,9,"2.4",0.535,"18.97","10.8",7.8,12.6
"1974","04","19",0,20.8,8.5,"2.7",0.4,"19.82","10.8",1.3,14.4
"1974","04","20",9.3,18.3,9.3,"2.6",0.613,"10.65","3.9",9.5,13.4
"1974","04","21",20.1,14.8,6,"5.8",0.693,"17.86","7.4",5,9.8
"1974","04","22",1.6,10.6,3.4,"3.3",0.75,"4.06","2.3",5,6.3
"1974","04","23",0,20.2,3.1,"2.1",0.503,"21.43","11.2",2.3,12.1
"1974","04","24",1.3,17.7,12.3,"3.1",0.695,"4.01","0",10,15.6
"1974","04","25",1.5,13.9,4.8,"5.2",0.783,"11.77","4.3",5.3,10.5
"1974","04","26",2,10.3,4.3,"3.7",0.81,"10.95","2.6",8,7.1
"1974","04","27",0,19.3,5,"3",0.58,"19.59","10",5.5,12.7
"1974","04","28",20.2,15,7.3,"3.6",0.76,"2.49","0",7.5,11
"1974","04","29",0,17.7,6.5,"3.7",0.588,"17.47","8.4",4.8,12.1
"1974","04","30",0,15.2,10.6,"5.1",0.64,"7.91","1.8",8,13.5
"1974","05","01",0,19.6,7,"2.8",0.498,"20.9","11.1",1.3,13.4
"1974","05","02",0,21.1,7.7,"2.5",0.505,"20.76","10.9",1.5,13.9
"1974","05","03",0,20.9,8.7,"3.1",0.443,"20.6","11",3,14.5
"1974","05","04",0,18.1,9.9,"2.9",0.668,"12.68","4.8",4.5,13
"1974","05","05",0,19.8,7.7,"2.7",0.573,"22.31","11.4",0.5,13.4
"1974","05","06",0,23.2,8.3,"2.3",0.503,"19.95","10.9",4.5,15.6
"1974","05","07",0,22.9,10.4,"1.9",0.508,"16.36","8.7",7.8,16.7
"1974","05","08",62.4,14.4,10.7,"1.7",0.845,"2.26","0",10,12.3
"1974","05","09",0,21.8,10.3,"3.2",0.613,"21.27","11.7",3,15.6
"1974","05","10",0,20.4,9.3,"3.4",0.543,"19.64","10.2",5,14.5
"1974","05","11",0,25.1,11.8,"1.6",0.498,"19.71","9.4",4.8,17.8
"1974","05","12",0,27,13.1,"2.1",0.5,"19.32","8.7",7.3,19.6
"1974","05","13",25,20,14.8,"2.6",0.75,"5.17","0",10,16.5
"1974","05","14",50.9,17,9.8,"4.5",0.848,"2.21","0",7.5,14.1
"1974","05","15",0,17.8,7.4,"5",0.615,"21.61","11.1",0,12.9
"1974","05","16",0,24.5,10.5,"1.4",0.643,"16.08","6.4",8.3,17.5
"1974","05","17",0,29.3,13.8,"1.5",0.615,"19.93","10.2",2,21.7
"1974","05","18",2.1,22.3,18.4,"2.3",0.73,"6.51","0",10,19.8
"1974","05","19",56.9,20.8,17,"2.8",0.95,"4.26","0",10,19.3
"1974","05","20",10.6,17.4,14.5,"2",0.948,"6.16","0",10,16.2
"1974","05","21",0,27.1,16,"2.5",0.823,"18.48","8.1",8,20.5
"1974","05","22",0,22,12.8,"3.3",0.788,"18.4","7.5",7.8,17
"1974","05","23",0,21.4,11.6,"3.2",0.66,"21.13","10.9",2.5,15.9
"1974","05","24",0,23.7,11.3,"3.5",0.595,"22.22","11.9",0,16.9
"1974","05","25",15.6,15.8,11.2,"2.3",0.793,"3.95","0",7.5,13.3
"1974","05","26",0,23.8,14.3,"2.1",0.745,"20.2","10.2",5,18.1
"1974","05","27",0,26.7,12.7,"2.8",0.678,"21.45","11.8",1,19
"1974","05","28",0,24.3,15,"2.3",0.798,"15.75","7",6.8,19.8
"1974","05","29",0,25.1,17.4,"2.5",0.88,"15.6","5.7",7.8,20.1
"1974","05","30",0,29,17.5,"1.9",0.708,"16.02","7.4",9.8,22.8
"1974","05","31",16.3,21.8,12.8,"6",0.873,"3.52","0",10,14.9
"1974","06","01",2.7,20.1,11.8,"6.5",0.82,"18.51","8",8.8,15.3
"1974","06","02",12.2,24.1,12.6,"2.8",0.8,"12.79","5.2",5,17.5
"1974","06","03",12.3,20.3,13.8,"2.6",0.88,"13.86","4",9.8,16
"1974","06","04",0,20.5,10.9,"2.8",0.718,"14.08","2.4",8,15
"1974","06","05",0,21.7,9.7,"2.7",0.658,"19.13","7.7",2.3,15.4
"1974","06","06",0,22.2,12.7,"2.6",0.725,"16.09","4.6",8.5,16.2
"1974","06","07",0,23.4,14.6,"2.6",0.733,"17.76","5.2",6,18.3
"1974","06","08",0,24.8,16.4,"2.2",0.795,"18.97","8.3",6,19.9
"1974","06","09",0,29.2,16.3,"1.9",0.73,"17.18","8.4",8.3,21.8
"1974","06","10",28.3,21.7,15.5,"2.2",0.878,"4.91","0",7.8,17.8
"1974","06","11",0,24.9,14.6,"2.5",0.805,"22.29","9.8",4.3,18.6
"1974","06","12",0,25.9,13.3,"2.3",0.733,"20.17","11.6",5.5,19.2
"1974","06","13",0,26.3,15.8,"1.9",0.693,"14.59","5.2",6,20.3
"1974","06","14",0,28.6,15.4,"2.6",0.69,"21.01","11.5",0,21.3
"1974","06","15",0,27.5,16.6,"3",0.66,"22.62","10.5",0.5,22.4
"1974","06","16",0,28.3,17.3,"1.4",0.618,"16.47","6.9",7.3,23.1
"1974","06","17",0,28,20.2,"2.2",0.71,"15.49","5.8",8.8,23.5
"1974","06","18",5.2,24.1,16.8,"4.8",0.71,"21.85","11.7",3,19.9
"1974","06","19",0,25.7,14.9,"2.5",0.585,"21.15","9.8",7.3,20.5
"1974","06","20",1,20.3,17.3,"1.6",0.64,"5.61","0",10,18.5
"1974","06","21",0,22.7,14.7,"1.5",0.683,"11.77","3",9.5,18.5
"1974","06","22",0,26.1,14.9,"2.5",0.675,"22.16","11.8",3.3,20.2
"1974","06","23",0,24.2,16.1,"3",0.795,"17.07","5.9",8.5,19.3
"1974","06","24",0,25,15.8,"2.6",0.828,"15.02","3.9",7.5,19.2
"1974","06","25",0,28,16.4,"2.1",0.743,"20.36","9.7",5.8,21.4
"1974","06","26",0,31.1,18.5,"2.8",0.695,"19.68","8.9",6.3,23.6
"1974","06","27",2.6,26.7,18.3,"2.9",0.748,"21.01","9.1",6,22
"1974","06","28",0,26.3,17.2,"2.7",0.755,"17.4","8.2",6,20.8
"1974","06","29",0,27.9,17,"2.6",0.715,"19.44","8.8",3,22
"1974","06","30",0,28.6,18.6,"2.2",0.733,"19.94","9.4",6.5,22.6
"1974","07","01",0,30.3,18.2,"1.9",0.693,"17.56","9.5",4.8,23.9
"1974","07","02",0.4,30.4,19.8,"1.5",0.735,"14.32","4.4",8.8,24.7
"1974","07","03",6.5,26.8,20.3,"2.1",0.753,"14.16","1.1",9.3,22.8
"1974","07","04",6,22.9,19.9,"3.1",0.798,"5.68","0",9.3,21.3
"1974","07","05",0.2,25.8,19.5,"3.1",0.758,"11.62","2.3",10,21.8
"1974","07","06",0,25.1,19.5,"5.1",0.688,"14.47","2.4",8.8,22.1
"1974","07","07",0,28.6,20.1,"3",0.685,"15.01","4.7",7.8,23.3
"1974","07","08",50.1,23.4,19.6,"2.2",0.903,"4.63","0",10,20.7
"1974","07","09",67.3,23.2,19.7,"1.7",0.973,"4.54","0",10,21.5
"1974","07","10",0.9,26.7,20,"1.9",0.915,"9.29","0.8",9,21.8
"1974","07","11",0,28,20.4,"2.4",0.883,"14.35","1.9",9.5,22.9
"1974","07","12",1,22.9,20.9,"1.4",0.883,"7.18","0",10,21.7
"1974","07","13",0.4,25.2,19.8,"3",0.835,"10.27","0.5",10,22.2
"1974","07","14",1.8,22.6,18.6,"2.5",0.908,"4.68","0",10,20.6
"1974","07","15",0.6,25.1,20.6,"1.2",0.945,"7.62","0",10,22.2
"1974","07","16",0.8,30.1,21,"1.8",0.858,"16.76","6.4",8.5,24.4
"1974","07","17",0,27.8,21.9,"1.1",0.848,"9.55","0",7.5,24.8
"1974","07","18",0,29.8,22.7,"1.6",0.79,"15.46","3.7",6.8,25.9
"1974","07","19",0,27.8,22.9,"2.5",0.863,"9.91","0",9.5,25
"1974","07","20",6.2,28.7,22.8,"1.3",0.895,"8.3","0.2",8.3,24.8
"1974","07","21",1,29.2,23.3,"1.9",0.855,"11.17","0.3",7.5,25.8
"1974","07","22",0,30.7,22.4,"3.2",0.703,"14.74","2.8",7.3,26.1
"1974","07","23",0,30,19.7,"2.8",0.63,"21.99","11.7",0,24.9
"1974","07","24",0,29.9,19.7,"1.9",0.633,"19.61","7.3",4.5,24.8
"1974","07","25",0,28.3,22.3,"1.3",0.725,"12.07","1.5",7.8,24.9
"1974","07","26",3.3,24.4,20.2,"2.2",0.855,"7.19","0",10,22.7
"1974","07","27",0,28.5,22.4,"1.1",0.828,"10.31","0",9.8,25.3
"1974","07","28",15.8,26.6,22.7,"1.5",0.94,"6.18","0",9.8,24.3
"1974","07","29",78.5,25.5,21.1,"2.1",0.963,"6.44","0.2",10,22.6
"1974","07","30",4.6,28.9,22.3,"1.8",0.88,"10.08","3.1",9.8,24.8
"1974","07","31",11.5,29.1,23.2,"2.1",0.898,"9.95","0.8",8.5,25.2
"1974","08","01",6.1,29.3,23.3,"3.3",0.89,"6.13","1.4",9.5,25
"1974","08","02",36.7,29.8,24.4,"4.2",0.833,"9.41","1",8.8,26.6
"1974","08","03",84.3,25.8,23.2,"3.8",0.963,"3.09","0",10,24.1
"1974","08","04",1.7,30.1,23.6,"2.4",0.87,"10.66","1.2",9,25.8
"1974","08","05",1.8,28.2,24.8,"3.3",0.878,"6.76","0",10,25.7
"1974","08","06",13.3,24.9,22.8,"3.1",0.95,"4.21","0",10,23.9
"1974","08","07",0,30.3,22.2,"1.6",0.873,"12.28","0.9",6.3,25.1
"1974","08","08",0,30.5,22.8,"1.9",0.84,"12.08","3.4",6,25.6
"1974","08","09",0,30.2,21.4,"1.7",0.79,"15.83","10.1",3.5,25.9
"1974","08","10",0,31.4,22.5,"1.7",0.773,"16.74","7.2",2.5,27
"1974","08","11",0,32.6,23.3,"1.7",0.753,"17.2","9.8",2.3,27.9
"1974","08","12",0,32.2,24,"1.9",0.758,"14.9","6.7",8.5,27.1
"1974","08","13",0,32.9,22.8,"1.8",0.76,"16.46","4.7",4.8,27
"1974","08","14",0.3,29.4,24,"1.3",0.81,"7.98","0.6",7.8,26.5
"1974","08","15",37.2,27.6,22.3,"1.4",0.888,"3.24","0.3",10,24.6
"1974","08","16",1.4,31.5,21.8,"1.5",0.835,"13.22","3.4",6,26.2
"1974","08","17",0,31.6,23.5,"3.3",0.678,"19.82","10.8",1.3,27.5
"1974","08","18",0,30.7,20.8,"3.5",0.655,"20.58","11.2",0.3,26
"1974","08","19",0,33.9,21.4,"2",0.688,"18.75","11.2",0,27.6
"1974","08","20",0,33.7,25.4,"1.8",0.82,"12.59","2.8",5.8,28.9
"1974","08","21",0,32.4,24.7,"1.1",0.8,"13.52","4.4",4.3,28
"1974","08","22",0,30.8,24.4,"3.1",0.835,"15.59","4.4",8.8,26.7
"1974","08","23",24.2,25.4,19,"3",0.943,"3.25","0",9.5,22
"1974","08","24",0,24.6,18.8,"2.5",0.768,"13.36","2.6",9.8,20.5
"1974","08","25",0,28.3,15.7,"1.4",0.62,"20.67","10.9",0.5,22.4
"1974","08","26",0,29.9,17.6,"1.7",0.67,"19.13","10.6",0,23.7
"1974","08","27",0,30.1,20.2,"1.7",0.67,"18.16","9.7",1,24.7
"1974","08","28",0.4,27,17.8,"3.4",0.57,"13.16","4.6",7.3,22.7
"1974","08","29",9.4,25.7,16.9,"5.6",0.813,"5.22","0",10,21.2
"1974","08","30",78.1,25.7,19.5,"1.7",0.933,"3.21","0",10,21.7
"1974","08","31",24.1,24.6,19.7,"1.4",0.958,"6.85","0",9.8,21.9
"1974","09","01",1.2,29.9,21.2,"3.1",0.745,"17","8.4",7.8,24.9
"1974","09","02",8.6,22,20.5,"1.7",0.955,"5.43","0",10,21.3
"1974","09","03",0,26.7,21.2,"3.5",0.898,"11.26","0.4",9.3,23.3
"1974","09","04",0,28.4,20.8,"2.8",0.84,"12.63","4.9",5.8,23.9
"1974","09","05",0,27.9,20.3,"1.1",0.808,"11.24","5.4",5.8,22.8
"1974","09","06",0,27,20.1,"1.9",0.773,"9.93","0",6.8,22.8
"1974","09","07",2.2,26.5,19.1,"1.7",0.845,"9.78","0",7.5,21.8
"1974","09","08",0,27.7,20.2,"2.1",0.735,"15.99","6",5,23.1
"1974","09","09",0,27.2,17.9,"2.4",0.603,"18.01","10.3",1.5,22.3
"1974","09","10",0,28.3,17.9,"1.9",0.625,"16.88","9.5",1.8,22.7
"1974","09","11",0,27.8,18,"1.7",0.75,"13.7","4.5",4,21.8
"1974","09","12",0,29.4,17.4,"1.2",0.733,"15.96","10.2",0.3,22.9
"1974","09","13",0.1,28,19.1,"1.6",0.683,"14.28","7.8",7,23.1
"1974","09","14",51.8,23.5,15.4,"4.9",0.805,"6.8","0",6.5,20.3
"1974","09","15",0,24.2,14.4,"2.7",0.613,"18.17","10.3",1.3,18.7
"1974","09","16",0,25,12.2,"2",0.65,"16.38","10.1",6.3,18.4
"1974","09","17",0,25.8,15.1,"2.7",0.698,"14.59","6.3",5,19.1
"1974","09","18",0,21.6,12.4,"1.9",0.585,"14.44","4.2",3.3,16.7
"1974","09","19",0,22.5,11.2,"2",0.665,"16.89","10.4",2,16.8
"1974","09","20",0,23.4,12.1,"1.7",0.733,"14.46","9.8",3.5,17.8
"1974","09","21",0,25.1,14,"1.8",0.715,"15.25","10.2",2.8,18.9
"1974","09","22",0,26,13.2,"1.2",0.653,"16.22","10.5",1.3,19.5
"1974","09","23",0,26.7,15.9,"1.8",0.673,"13.71","5.9",6.5,20.4
"1974","09","24",0,25.6,15.2,"1.8",0.808,"11.89","7.1",4,20.1
"1974","09","25",0,26.1,15.3,"1.9",0.815,"13.2","7.4",1.5,20
"1974","09","26",0,27.7,15.4,"1.5",0.738,"14.03","9.3",0.5,20.7
"1974","09","27",0,27.4,14.7,"2.1",0.72,"14.82","9.7",2.5,20.4
"1974","09","28",21,24.2,16.7,"3.2",0.87,"8.86","2.8",8.5,19.8
"1974","09","29",0,22.5,14.2,"2.7",0.68,"15.92","9.5",2.5,18.1
"1974","09","30",11.4,20.3,13.2,"1.2",0.78,"7.98","0.7",8.5,15.9
"1974","10","01",5.7,18.8,13.5,"2.4",0.895,"5.96","0.1",10,15.6
"1974","10","02",0.7,23.2,16.7,"1.7",0.77,"8.3","1.4",10,19.1
"1974","10","03",0.5,21.6,12.1,"3.3",0.74,"12.4","8.1",7,17.2
"1974","10","04",0,19.9,9.3,"2.3",0.64,"14.21","8.5",4,14.4
"1974","10","05",0,21.9,10.3,"1.6",0.703,"14.56","9.9",2,15.7
"1974","10","06",0,23.2,12.7,"2.3",0.718,"12.59","9.1",3,17.2
"1974","10","07",1.3,16.9,10.7,"1.5",0.83,"4.75","0",7.5,13.9
"1974","10","08",0.5,18.6,12.2,"3.1",0.825,"8.76","2.9",9,15
"1974","10","09",0,16.6,8.6,"3",0.733,"13.75","7.6",4.5,12.5
"1974","10","10",0,18.5,5.7,"1.3",0.695,"13.29","10.2",0,11.6
"1974","10","11",0,19.7,8.4,"1.7",0.693,"12.4","7.5",3.5,13.1
"1974","10","12",0,21.5,7.1,"1.4",0.628,"14.39","10.1",0,14.8
"1974","10","13",0,22.2,9.7,"2",0.623,"14","9.9",0,15.7
"1974","10","14",0,19.4,9.3,"2.1",0.8,"7.89","1.7",7,14.6
"1974","10","15",0,19.1,9.1,"2.4",0.708,"14.67","9.1",2,13.2
"1974","10","16",0,19.7,5.4,"1.3",0.663,"13.45","8.5",1,12.1
"1974","10","17",0.1,20.7,8.5,"1.5",0.693,"8.81","2.9",7,15.3
"1974","10","18",21.8,15.9,11.8,"1.4",0.965,"1.82","0",10,13.1
"1974","10","19",0,18.7,9.6,"1.8",0.818,"10.54","6.7",7.5,13
"1974","10","20",3,14.8,6.1,"2.5",0.695,"13.55","8.3",1.3,11.1
"1974","10","21",0,17.9,3.9,"1.9",0.633,"10.94","5.5",6.5,11
"1974","10","22",2.4,12.8,2.7,"4.1",0.763,"7.72","3.4",5.8,9.5
"1974","10","23",0,13,0.8,"2.2",0.665,"13.1","9.7",0,6.3
"1974","10","24",0,16.7,3.9,"1.6",0.695,"9.46","5.7",5.8,10.1
"1974","10","25",0,16,7.6,"1",0.778,"6.03","1.5",7.5,11.1
"1974","10","26",0,15.4,7,"1.6",0.855,"6.94","2",6,11.5
"1974","10","27",0,17.7,5,"2.7",0.768,"5.68","0.3",7.8,12.4
"1974","10","28",0,11.1,1,"2.8",0.54,"12.4","9.5",1.8,5.6
"1974","10","29",0,14.7,2.3,"1.3",0.618,"9.35","4.4",5.5,8.4
"1974","10","30",0.2,16.8,9.6,"2.6",0.76,"4.37","2.1",8.5,12
"1974","10","31",0,12.7,0,"5.3",0.478,"13.52","9.2",0.3,5.1
"1974","11","01",0,6.8,-2.2,"2.8",0.448,"12.9","9.2",0,1.7
"1974","11","02",0,11.6,-2,"1.5",0.48,"11.59","8.3",0,4.5
"1974","11","03",0,15,2,"1.8",0.598,"9.49","5.4",4,8.3
"1974","11","04",0,16.2,8.4,"1.3",0.715,"4.7","0.9",9.3,11.5
"1974","11","05",0,19.7,9.6,"1.1",0.68,"8.74","5.9",6.3,13.8
"1974","11","06",0,20.3,8.4,"1.7",0.695,"9.15","8.5",1.3,13.4
"1974","11","07",0,18.8,7.6,"1.7",0.795,"10.16","8.3",0.3,12.3
"1974","11","08",0,15.8,8.1,"2",0.823,"8.02","0",10,11.4
"1974","11","09",0,15.6,6.5,"1.5",0.645,"5.69","1.7",4.3,10.4
"1974","11","10",0,11.7,2.1,"2.2",0.575,"10.88","7.9",0.8,6.6
"1974","11","11",0,7.2,0.3,"2.5",0.413,"4.35","0",6.8,4.4
"1974","11","12",0,2.8,-3.4,"3.6",0.453,"11.92","8.8",0,-1
"1974","11","13",0,3.9,-4.8,"2.8",0.48,"11.6","8.5",0,-1.3
"1974","11","14",0,6.2,-3.8,"1.8",0.475,"9.28","6.1",0.3,0.2
"1974","11","15",0,9.5,-4.6,"1.5",0.533,"9.87","7.6",3.5,1.7
"1974","11","16",0,9.8,1.6,"1.5",0.535,"5.03","0.8",8.8,4.6
